Date,Area,Operation_Cost_KES,Revenue_Collection_KES,Bill_Collection_Rate
2023-09-24,Kahawa,52628.29,55207.93,0.86
2023-09-24,Parklands,46880.0,49693.17,0.76
2023-09-25,Westlands,48204.86,57139.74,0.83
2023-09-25,Eastleigh,48114.05,50962.73,0.79
2023-09-25,Karen,45011.09,50385.53,0.97
2023-09-25,Kilimani,54877.69,62851.56,0.95
2023-09-25,Kibera,52339.64,61491.27,0.86
2023-09-25,South B,52260.11,52962.86,0.83
2023-09-25,Kahawa,47190.38,50259.04,0.82
2023-09-25,Parklands,57155.05,61787.17,0.84
2023-09-26,Westlands,61323.7,70853.7,0.85
2023-09-26,Eastleigh,55291.95,58692.83,0.83
2023-09-26,Karen,48191.69,54033.54,0.87
2023-09-26,Kilimani,45253.93,51202.75,0.88
2023-09-26,Kibera,47661.5,52153.15,0.79
2023-09-26,South B,42455.43,43747.65,0.89
2023-09-26,Kahawa,52615.1,64731.85,0.85
2023-09-26,Parklands,50258.55,56637.08,0.8
2023-09-27,Westlands,54517.02,61595.27,0.8
2023-09-27,Eastleigh,51858.37,59860.11,0.78
2023-09-27,Karen,55286.52,59473.61,0.7
2023-09-27,Kilimani,54859.82,65408.14,0.79
2023-09-27,Kibera,41644.95,49612.07,0.82
2023-09-27,South B,56724.41,56073.36,0.92
2023-09-27,Kahawa,55366.76,63125.67,0.75
2023-09-27,Parklands,48187.97,56403.45,0.77
2023-09-28,Westlands,47388.26,53585.19,0.79
2023-09-28,Eastleigh,56502.51,66484.78,0.86
2023-09-28,Karen,52170.13,55815.21,0.88
2023-09-28,Kilimani,47011.4,51346.29,0.83
2023-09-28,Kibera,57177.63,67667.37,0.8
2023-09-28,South B,56688.12,59699.9,0.94
2023-09-28,Kahawa,57854.75,72175.55,0.86
2023-09-28,Parklands,48597.56,52743.92,0.87
2023-09-29,Westlands,44929.91,42610.35,0.83
2023-09-29,Eastleigh,50204.64,57288.98,0.87
2023-09-29,Karen,50704.14,59882.38,0.81
2023-09-29,Kilimani,46639.88,57931.22,0.69
2023-09-29,Kibera,55595.16,63468.64,0.85
2023-09-29,South B,54480.85,62745.71,0.78
2023-09-29,Kahawa,45130.39,48459.02,0.74
2023-09-29,Parklands,49956.8,57272.39,0.91
2023-09-30,Westlands,50389.85,53225.69,0.86
2023-09-30,Eastleigh,49606.36,57346.45,0.85
2023-09-30,Karen,54447.28,59239.05,0.91
2023-09-30,Kilimani,50887.72,54253.3,0.83
2023-09-30,Kibera,53635.21,54836.8,0.84
2023-09-30,South B,55346.03,63016.85,0.79
2023-09-30,Kahawa,51556.2,52472.34,0.86
2023-09-30,Parklands,56899.24,63145.13,0.79
2023-10-01,Westlands,49045.05,54814.73,0.9
2023-10-01,Eastleigh,55415.64,57310.84,0.83
2023-10-01,Karen,51968.34,55382.14,0.87
2023-10-01,Kilimani,43259.84,48537.17,0.9
2023-10-01,Kibera,50269.75,56122.31,0.89
2023-10-01,South B,47779.48,54728.16,0.85
2023-10-01,Kahawa,45459.54,52899.01,0.92
2023-10-01,Parklands,55792.61,64922.88,0.88
2023-10-02,Westlands,51814.73,56939.3,0.82
2023-10-02,Eastleigh,39670.53,39794.37,0.85
2023-10-02,Karen,43618.04,49371.95,0.94
2023-10-02,Kilimani,33873.47,35288.97,0.96
2023-10-02,Kibera,54171.12,59465.9,0.82
2023-10-02,South B,52929.07,61855.47,0.79
2023-10-02,Kahawa,57458.97,64980.36,0.9
2023-10-02,Parklands,55119.99,62026.39,0.87
2023-10-03,Westlands,52588.74,56889.9,0.88
2023-10-03,Eastleigh,48702.2,53818.02,0.93
2023-10-03,Karen,49819.81,56389.95,0.84
2023-10-03,Kilimani,48170.87,59267.81,0.78
2023-10-03,Kibera,50260.52,51611.61,0.91
2023-10-03,South B,49692.1,53395.51,0.76
2023-10-03,Kahawa,57881.39,58963.35,0.87
2023-10-03,Parklands,54658.89,68121.56,0.82
2023-10-04,Westlands,45722.58,49253.6,0.82
2023-10-04,Eastleigh,40581.91,49157.04,0.83
2023-10-04,Karen,49201.63,56374.47,0.92
2023-10-04,Kilimani,44197.17,49865.24,0.79
2023-10-04,Kibera,51668.24,58074.79,0.83
2023-10-04,South B,51167.28,57377.25,0.85
2023-10-04,Kahawa,48977.0,49776.1,0.8
2023-10-04,Parklands,46928.88,48779.56,0.82
2023-10-05,Westlands,49619.22,55113.86,0.88
2023-10-05,Eastleigh,50784.42,56509.62,0.88
2023-10-05,Karen,45415.56,47724.45,0.83
2023-10-05,Kilimani,46513.98,46097.7,0.88
2023-10-05,Kibera,45008.41,55034.23,0.86
2023-10-05,South B,42491.37,48794.99,0.85
2023-10-05,Kahawa,51454.91,55193.53,0.8
2023-10-05,Parklands,42693.65,43618.81,0.78
2023-10-06,Westlands,48212.99,53113.63,0.77
2023-10-06,Eastleigh,54513.39,60739.2,0.97
2023-10-06,Karen,47974.51,59975.0,0.89
2023-10-06,Kilimani,40203.28,41313.15,0.87
2023-10-06,Kibera,41262.04,43190.77,0.77
2023-10-06,South B,60693.56,71400.56,0.83
2023-10-06,Kahawa,57562.01,68312.52,0.92
2023-10-06,Parklands,47203.35,51211.97,0.8
2023-10-07,Westlands,49431.43,52010.95,0.8
2023-10-07,Eastleigh,55657.99,63931.81,0.81
2023-10-07,Karen,54727.27,61572.18,0.83
2023-10-07,Kilimani,57953.8,65189.33,0.94
2023-10-07,Kibera,52829.52,60615.1,0.8
2023-10-07,South B,47214.48,56644.87,0.91
2023-10-07,Kahawa,48208.33,49030.72,0.93
2023-10-07,Parklands,55333.21,57027.09,0.79
2023-10-08,Westlands,59167.76,63428.13,0.83
2023-10-08,Eastleigh,46597.38,52566.76,0.78
2023-10-08,Karen,51187.98,51882.2,0.78
2023-10-08,Kilimani,43171.83,43980.59,0.89
2023-10-08,Kibera,53613.46,58675.87,0.82
2023-10-08,South B,56908.99,65454.7,0.79
2023-10-08,Kahawa,51752.8,58192.61,0.89
2023-10-08,Parklands,63745.04,67047.15,0.88
2023-10-09,Westlands,57480.1,69935.22,0.86
2023-10-09,Eastleigh,43461.79,42954.66,0.89
2023-10-09,Karen,51712.64,57573.15,0.86
2023-10-09,Kilimani,54892.58,62605.66,0.87
2023-10-09,Kibera,47032.09,55148.23,0.82
2023-10-09,South B,54838.73,59197.17,0.88
2023-10-09,Kahawa,58818.06,67519.44,0.92
2023-10-09,Parklands,48142.83,53498.74,0.83
2023-10-10,Westlands,41701.5,48977.0,0.88
2023-10-10,Eastleigh,52489.61,62203.59,0.79
2023-10-10,Karen,43123.17,51130.67,0.85
2023-10-10,Kilimani,51074.25,51566.53,0.92
2023-10-10,Kibera,53356.28,56962.41,0.95
2023-10-10,South B,43182.66,46792.21,0.9
2023-10-10,Kahawa,55766.39,56209.52,0.84
2023-10-10,Parklands,53728.99,64515.03,0.92
2023-10-11,Westlands,53502.17,59431.8,0.84
2023-10-11,Eastleigh,52490.6,62894.83,0.84
2023-10-11,Karen,48634.15,57361.13,0.9
2023-10-11,Kilimani,47500.52,48416.37,0.76
2023-10-11,Kibera,50650.83,52332.5,0.89
2023-10-11,South B,41416.32,50109.03,0.83
2023-10-11,Kahawa,46006.34,49218.73,0.81
2023-10-11,Parklands,57573.52,66132.17,0.85
2023-10-12,Westlands,43985.6,48446.72,0.81
2023-10-12,Eastleigh,36845.25,39052.86,0.88
2023-10-12,Karen,47869.3,52444.44,0.9
2023-10-12,Kilimani,54309.76,66934.58,0.74
2023-10-12,Kibera,45788.56,53299.22,0.87
2023-10-12,South B,50497.33,53814.43,0.86
2023-10-12,Kahawa,50844.43,50062.47,0.86
2023-10-12,Parklands,47414.85,54985.54,0.87
2023-10-13,Westlands,59779.53,66056.09,0.8
2023-10-13,Eastleigh,37556.71,39209.66,0.87
2023-10-13,Karen,53164.35,56655.22,0.83
2023-10-13,Kilimani,50349.68,56880.21,0.9
2023-10-13,Kibera,47062.11,49731.9,0.95
2023-10-13,South B,58916.14,63074.87,0.91
2023-10-13,Kahawa,61023.54,72654.77,0.81
2023-10-13,Parklands,50524.06,50076.03,0.8
2023-10-14,Westlands,49923.49,55878.57,0.82
2023-10-14,Eastleigh,36241.63,40502.98,0.89
2023-10-14,Karen,53830.62,58762.56,0.84
2023-10-14,Kilimani,51232.53,57973.62,0.85
2023-10-14,Kibera,38385.09,45901.2,0.83
2023-10-14,South B,43880.5,47368.21,0.86
2023-10-14,Kahawa,46954.59,50236.6,0.83
2023-10-14,Parklands,51809.06,54558.34,0.87
2023-10-15,Westlands,43098.6,53243.26,0.9
2023-10-15,Eastleigh,48626.65,54790.51,0.79
2023-10-15,Karen,52809.11,61256.01,0.86
2023-10-15,Kilimani,54511.42,60210.21,0.84
2023-10-15,Kibera,46700.66,53291.7,0.81
2023-10-15,South B,52071.79,58565.64,0.92
2023-10-15,Kahawa,52917.51,52431.09,0.82
2023-10-15,Parklands,46552.57,49225.97,0.9
2023-10-16,Westlands,38983.2,46685.88,0.9
2023-10-16,Eastleigh,50928.77,57432.27,0.85
2023-10-16,Karen,50792.91,59844.84,0.84
2023-10-16,Kilimani,53001.7,55565.32,0.88
2023-10-16,Kibera,48636.31,55096.14,0.81
2023-10-16,South B,52246.23,57573.25,0.93
2023-10-16,Kahawa,51294.75,58325.22,0.83
2023-10-16,Parklands,51560.46,58562.91,0.83
2023-10-17,Westlands,47838.83,50353.69,0.85
2023-10-17,Eastleigh,46734.2,52529.09,0.81
2023-10-17,Karen,49387.54,51537.19,0.91
2023-10-17,Kilimani,50124.25,55439.18,0.88
2023-10-17,Kibera,58876.22,65368.58,0.78
2023-10-17,South B,55909.68,56847.54,0.83
2023-10-17,Kahawa,55962.6,60619.27,0.82
2023-10-17,Parklands,51406.51,56836.56,0.82
2023-10-18,Westlands,54387.98,64439.89,0.92
2023-10-18,Eastleigh,52758.8,55894.29,0.79
2023-10-18,Karen,38415.57,45028.9,0.86
2023-10-18,Kilimani,47905.42,46915.47,0.79
2023-10-18,Kibera,41172.51,49354.47,0.88
2023-10-18,South B,43470.29,52654.67,0.81
2023-10-18,Kahawa,51746.4,58362.45,0.85
2023-10-18,Parklands,48484.54,53682.55,0.84
2023-10-19,Westlands,51245.5,57588.21,0.82
2023-10-19,Eastleigh,55506.23,58314.43,0.87
2023-10-19,Karen,48303.11,50646.56,0.84
2023-10-19,Kilimani,46695.86,53598.33,0.85
2023-10-19,Kibera,56846.09,59299.47,0.74
2023-10-19,South B,51973.79,63250.63,0.87
2023-10-19,Kahawa,45287.95,47032.0,0.95
2023-10-19,Parklands,48103.1,49980.62,0.91
2023-10-20,Westlands,49263.83,47944.65,0.95
2023-10-20,Eastleigh,52922.03,53278.79,0.92
2023-10-20,Karen,44760.83,46236.96,0.81
2023-10-20,Kilimani,59697.54,73902.69,0.82
2023-10-20,Kibera,58528.1,55973.03,0.9
2023-10-20,South B,56820.86,68350.88,0.85
2023-10-20,Kahawa,52830.39,55915.03,0.85
2023-10-20,Parklands,49178.92,53633.95,0.91
2023-10-21,Westlands,51074.75,62058.69,0.86
2023-10-21,Eastleigh,60956.56,72219.42,0.85
2023-10-21,Karen,50872.99,53437.03,0.86
2023-10-21,Kilimani,45087.4,53720.47,0.83
2023-10-21,Kibera,51778.24,49537.07,0.84
2023-10-21,South B,48141.69,56078.33,0.88
2023-10-21,Kahawa,55091.54,62461.25,0.91
2023-10-21,Parklands,52095.65,52905.48,0.85
2023-10-22,Westlands,49805.97,44464.91,0.8
2023-10-22,Eastleigh,60208.68,65456.12,0.84
2023-10-22,Karen,39108.27,39789.92,0.87
2023-10-22,Kilimani,47676.26,49245.84,0.91
2023-10-22,Kibera,46494.29,47444.6,0.85
2023-10-22,South B,45925.2,48310.78,0.85
2023-10-22,Kahawa,46782.16,46625.45,0.88
2023-10-22,Parklands,54329.61,59149.27,0.88
2023-10-23,Westlands,48155.47,47233.44,0.89
2023-10-23,Eastleigh,49504.07,55187.87,0.84
2023-10-23,Karen,49092.12,54700.07,0.86
2023-10-23,Kilimani,56317.66,63834.92,0.91
2023-10-23,Kibera,57535.21,57550.18,0.91
2023-10-23,South B,53265.49,60549.36,0.9
2023-10-23,Kahawa,48676.01,55693.53,0.8
2023-10-23,Parklands,42939.74,48932.39,0.85
2023-10-24,Westlands,49985.44,52642.32,0.87
2023-10-24,Eastleigh,47868.3,52749.6,0.83
2023-10-24,Karen,45989.7,50199.79,0.91
2023-10-24,Kilimani,47635.18,52244.81,0.84
2023-10-24,Kibera,46814.45,55470.48,0.78
2023-10-24,South B,49573.12,52060.29,0.88
2023-10-24,Kahawa,50669.57,59883.76,0.89
2023-10-24,Parklands,50407.99,58139.69,0.89
2023-10-25,Westlands,45437.5,52491.83,0.86
2023-10-25,Eastleigh,52447.35,56564.9,0.81
2023-10-25,Karen,44828.93,39604.66,0.81
2023-10-25,Kilimani,62196.28,72051.7,0.87
2023-10-25,Kibera,54805.2,59633.43,0.83
2023-10-25,South B,48548.82,51323.87,0.82
2023-10-25,Kahawa,49920.96,55371.84,0.92
2023-10-25,Parklands,55123.24,55588.44,0.84
2023-10-26,Westlands,44471.9,41601.64,0.85
2023-10-26,Eastleigh,52886.11,58684.35,0.87
2023-10-26,Karen,48326.34,50172.25,0.83
2023-10-26,Kilimani,56843.93,64196.71,0.77
2023-10-26,Kibera,50650.34,60162.26,0.89
2023-10-26,South B,56434.05,56899.37,0.86
2023-10-26,Kahawa,48258.69,55192.17,0.81
2023-10-26,Parklands,45667.16,50453.1,0.8
2023-10-27,Westlands,51297.13,49884.16,0.91
2023-10-27,Eastleigh,36074.01,41983.18,0.82
2023-10-27,Karen,42752.31,47713.7,0.89
2023-10-27,Kilimani,55792.51,65733.42,0.81
2023-10-27,Kibera,51024.25,50484.78,0.85
2023-10-27,South B,51690.51,55857.6,0.76
2023-10-27,Kahawa,47030.75,57799.64,0.87
2023-10-27,Parklands,47576.62,52079.93,0.87
2023-10-28,Westlands,42253.91,42578.41,0.81
2023-10-28,Eastleigh,47443.48,57957.3,0.85
2023-10-28,Karen,47415.46,52568.28,0.75
2023-10-28,Kilimani,45479.55,48042.25,0.8
2023-10-28,Kibera,56172.42,64480.61,0.79
2023-10-28,South B,43665.81,44676.11,0.84
2023-10-28,Kahawa,51000.65,57735.22,0.8
2023-10-28,Parklands,49108.17,54086.15,0.91
2023-10-29,Westlands,53871.05,54501.76,0.76
2023-10-29,Eastleigh,49444.94,52588.66,0.8
2023-10-29,Karen,46217.99,52811.93,0.77
2023-10-29,Kilimani,59241.71,62699.1,0.88
2023-10-29,Kibera,46654.8,46949.31,0.84
2023-10-29,South B,43729.91,48739.68,0.85
2023-10-29,Kahawa,46526.94,51870.25,0.9
2023-10-29,Parklands,49450.28,52300.76,0.87
2023-10-30,Westlands,52207.86,56722.87,0.92
2023-10-30,Eastleigh,48502.3,58285.99,0.82
2023-10-30,Karen,54251.9,59173.27,0.86
2023-10-30,Kilimani,39869.04,49675.52,0.87
2023-10-30,Kibera,55083.83,55934.91,0.86
2023-10-30,South B,49102.89,50883.16,0.91
2023-10-30,Kahawa,50731.36,55879.55,0.88
2023-10-30,Parklands,45726.59,51007.27,0.85
2023-10-31,Westlands,50670.66,59374.6,0.83
2023-10-31,Eastleigh,47350.14,50431.02,0.82
2023-10-31,Karen,55511.67,61085.33,0.9
2023-10-31,Kilimani,51355.11,53829.5,0.77
2023-10-31,Kibera,42739.86,44752.65,0.9
2023-10-31,South B,56503.96,62778.27,0.9
2023-10-31,Kahawa,47225.05,50256.49,0.89
2023-10-31,Parklands,50831.33,58592.07,0.85
2023-11-01,Westlands,48123.18,52501.27,0.87
2023-11-01,Eastleigh,51199.31,53473.88,0.84
2023-11-01,Karen,42397.21,45886.82,0.8
2023-11-01,Kilimani,34770.65,43416.41,0.81
2023-11-01,Kibera,45293.51,54827.34,0.79
2023-11-01,South B,42743.05,46660.39,0.83
2023-11-01,Kahawa,46803.21,48926.92,0.84
2023-11-01,Parklands,58182.45,58200.39,0.89
2023-11-02,Westlands,57668.46,61376.38,0.87
2023-11-02,Eastleigh,49390.19,49056.62,0.91
2023-11-02,Karen,50176.11,53745.43,0.77
2023-11-02,Kilimani,52604.51,58648.12,0.88
2023-11-02,Kibera,52776.32,55528.19,0.68
2023-11-02,South B,49450.3,54073.08,0.86
2023-11-02,Kahawa,57589.39,63453.87,0.88
2023-11-02,Parklands,51885.46,52663.09,0.79
2023-11-03,Westlands,55767.92,58435.56,0.87
2023-11-03,Eastleigh,44880.27,51770.22,0.86
2023-11-03,Karen,48510.8,55706.3,0.86
2023-11-03,Kilimani,46388.67,51295.52,0.88
2023-11-03,Kibera,55538.48,60905.34,0.94
2023-11-03,South B,46277.41,46453.5,0.78
2023-11-03,Kahawa,49950.24,55234.05,0.86
2023-11-03,Parklands,46659.72,58309.32,0.93
2023-11-04,Westlands,44278.56,48634.45,0.85
2023-11-04,Eastleigh,53428.15,53744.81,0.76
2023-11-04,Karen,43905.45,52808.02,0.82
2023-11-04,Kilimani,54042.65,61785.55,0.84
2023-11-04,Kibera,54137.18,55502.04,0.83
2023-11-04,South B,38916.44,43249.76,0.81
2023-11-04,Kahawa,60949.64,67581.84,0.89
2023-11-04,Parklands,53264.08,58587.97,0.9
2023-11-05,Westlands,50165.36,56983.49,0.97
2023-11-05,Eastleigh,50961.32,54563.97,0.81
2023-11-05,Karen,49584.65,55168.72,0.85
2023-11-05,Kilimani,42090.03,40316.73,0.8
2023-11-05,Kibera,50293.55,55780.94,0.87
2023-11-05,South B,51815.02,55573.21,0.8
2023-11-05,Kahawa,52605.31,58902.04,0.8
2023-11-05,Parklands,53123.88,62006.58,0.89
2023-11-06,Westlands,54822.36,57903.95,0.89
2023-11-06,Eastleigh,49210.8,60918.7,0.89
2023-11-06,Karen,52147.0,63439.79,0.82
2023-11-06,Kilimani,52753.43,65958.29,0.89
2023-11-06,Kibera,50757.22,55196.55,0.8
2023-11-06,South B,48552.22,51066.07,0.84
2023-11-06,Kahawa,49449.05,57819.22,0.83
2023-11-06,Parklands,47016.85,54665.09,0.88
2023-11-07,Westlands,48782.76,55810.34,0.84
2023-11-07,Eastleigh,48934.08,59014.57,0.84
2023-11-07,Karen,47970.79,53063.47,0.75
2023-11-07,Kilimani,49160.24,55136.05,0.95
2023-11-07,Kibera,50461.9,57196.77,0.87
2023-11-07,South B,61343.01,71782.09,0.78
2023-11-07,Kahawa,56145.79,58592.61,0.82
2023-11-07,Parklands,43501.31,53221.75,0.91
2023-11-08,Westlands,56153.31,65830.36,0.88
2023-11-08,Eastleigh,48401.54,54131.95,0.82
2023-11-08,Karen,45743.32,48642.02,0.97
2023-11-08,Kilimani,48088.49,56265.96,0.95
2023-11-08,Kibera,53903.53,56802.39,0.81
2023-11-08,South B,50594.26,63328.37,0.92
2023-11-08,Kahawa,52683.25,57515.81,0.87
2023-11-08,Parklands,50946.22,56901.28,0.81
2023-11-09,Westlands,45529.03,51282.65,0.79
2023-11-09,Eastleigh,46874.45,51886.58,0.87
2023-11-09,Karen,55578.75,56887.72,0.79
2023-11-09,Kilimani,56531.57,68627.74,0.8
2023-11-09,Kibera,45773.88,52203.35,0.85
2023-11-09,South B,50282.56,53010.83,0.89
2023-11-09,Kahawa,48814.19,53082.83,0.79
2023-11-09,Parklands,53956.71,58354.79,0.85
2023-11-10,Westlands,55948.98,58016.6,0.85
2023-11-10,Eastleigh,42209.24,45204.55,0.91
2023-11-10,Karen,42293.0,47381.66,0.93
2023-11-10,Kilimani,52743.77,56280.38,0.79
2023-11-10,Kibera,40351.94,48686.69,0.83
2023-11-10,South B,40990.09,42573.31,0.8
2023-11-10,Kahawa,47524.43,59892.34,0.9
2023-11-10,Parklands,52421.54,62006.06,0.94
2023-11-11,Westlands,52640.65,63099.18,0.82
2023-11-11,Eastleigh,45686.34,47419.96,0.86
2023-11-11,Karen,36850.61,43892.98,0.83
2023-11-11,Kilimani,54131.44,54918.11,0.91
2023-11-11,Kibera,56914.26,63270.97,0.88
2023-11-11,South B,44868.83,49712.9,0.9
2023-11-11,Kahawa,48484.97,58386.31,0.76
2023-11-11,Parklands,48356.74,47395.57,0.87
2023-11-12,Westlands,48934.88,53513.64,0.89
2023-11-12,Eastleigh,48581.23,62545.19,0.89
2023-11-12,Karen,50150.23,53216.61,0.8
2023-11-12,Kilimani,52185.14,55878.54,0.9
2023-11-12,Kibera,49588.6,54541.04,0.86
2023-11-12,South B,49239.9,55297.12,0.95
2023-11-12,Kahawa,52704.1,59688.3,0.89
2023-11-12,Parklands,49457.45,51552.6,0.7
2023-11-13,Westlands,39745.86,45851.47,0.87
2023-11-13,Eastleigh,49260.07,61996.19,0.85
2023-11-13,Karen,38191.2,44064.32,0.91
2023-11-13,Kilimani,53600.42,63324.73,0.76
2023-11-13,Kibera,50473.44,53050.02,0.88
2023-11-13,South B,57601.57,62271.42,0.88
2023-11-13,Kahawa,45617.68,50355.6,0.82
2023-11-13,Parklands,59005.0,61059.08,0.85
2023-11-14,Westlands,56846.56,55628.77,0.87
2023-11-14,Eastleigh,50555.56,53625.46,0.91
2023-11-14,Karen,58579.81,67236.1,0.84
2023-11-14,Kilimani,42765.36,47756.04,0.84
2023-11-14,Kibera,49535.26,53136.59,0.82
2023-11-14,South B,50145.31,51397.24,0.9
2023-11-14,Kahawa,46183.46,51369.06,0.83
2023-11-14,Parklands,53251.0,60903.35,0.88
2023-11-15,Westlands,44155.54,48239.5,0.93
2023-11-15,Eastleigh,48290.57,56654.65,0.85
2023-11-15,Karen,48451.18,54126.1,0.81
2023-11-15,Kilimani,54499.37,57196.82,0.88
2023-11-15,Kibera,55393.04,62742.18,0.82
2023-11-15,South B,50928.53,53845.51,0.84
2023-11-15,Kahawa,47383.58,50014.27,0.88
2023-11-15,Parklands,54919.71,64446.23,0.86
2023-11-16,Westlands,57345.72,60843.9,0.91
2023-11-16,Eastleigh,54547.81,60416.55,0.86
2023-11-16,Karen,55181.53,63349.58,0.86
2023-11-16,Kilimani,47748.81,49893.73,0.86
2023-11-16,Kibera,44278.28,51034.9,0.76
2023-11-16,South B,51534.94,56018.81,0.83
2023-11-16,Kahawa,48617.32,44613.8,0.83
2023-11-16,Parklands,45661.55,47918.32,1.0
2023-11-17,Westlands,43055.41,48684.87,0.81
2023-11-17,Eastleigh,45438.94,46232.2,0.91
2023-11-17,Karen,56022.07,59645.74,0.9
2023-11-17,Kilimani,44820.86,48358.5,0.88
2023-11-17,Kibera,44993.94,47556.11,0.85
2023-11-17,South B,50186.46,51938.45,0.96
2023-11-17,Kahawa,45780.85,53423.06,0.88
2023-11-17,Parklands,45973.15,52184.67,0.81
2023-11-18,Westlands,50354.25,58338.62,0.82
2023-11-18,Eastleigh,52057.4,55574.36,0.86
2023-11-18,Karen,50530.69,54632.19,0.76
2023-11-18,Kilimani,53904.45,66538.63,0.86
2023-11-18,Kibera,46934.81,52497.8,0.91
2023-11-18,South B,56397.72,65661.58,0.87
2023-11-18,Kahawa,53376.5,59391.43,0.8
2023-11-18,Parklands,48107.25,52148.74,0.86
2023-11-19,Westlands,41180.06,46871.87,0.75
2023-11-19,Eastleigh,52056.67,61481.01,0.89
2023-11-19,Karen,45521.47,52146.4,0.89
2023-11-19,Kilimani,58528.88,66065.72,0.9
2023-11-19,Kibera,47814.37,50186.72,0.89
2023-11-19,South B,54390.73,57855.09,0.79
2023-11-19,Kahawa,50616.22,56074.95,0.86
2023-11-19,Parklands,54429.15,63784.21,0.85
2023-11-20,Westlands,45023.51,47627.25,0.82
2023-11-20,Eastleigh,49399.2,52933.86,0.84
2023-11-20,Karen,50369.02,53552.34,0.87
2023-11-20,Kilimani,59138.23,64706.85,0.82
2023-11-20,Kibera,51533.4,54281.13,0.84
2023-11-20,South B,46607.77,48260.48,0.81
2023-11-20,Kahawa,46695.95,48437.16,0.91
2023-11-20,Parklands,52156.87,60826.27,0.78
2023-11-21,Westlands,48530.3,54948.27,0.93
2023-11-21,Eastleigh,46236.44,47225.45,0.86
2023-11-21,Karen,46631.25,56697.9,0.88
2023-11-21,Kilimani,48571.6,52778.84,0.84
2023-11-21,Kibera,40876.6,45280.16,0.83
2023-11-21,South B,53163.78,55644.1,0.88
2023-11-21,Kahawa,52714.9,58797.25,0.91
2023-11-21,Parklands,40576.31,46007.54,0.85
2023-11-22,Westlands,49629.64,51673.51,0.78
2023-11-22,Eastleigh,54461.6,62970.0,0.94
2023-11-22,Karen,59814.52,60075.98,0.84
2023-11-22,Kilimani,51253.65,59840.29,0.92
2023-11-22,Kibera,44854.55,47986.98,0.92
2023-11-22,South B,41634.54,43092.86,0.87
2023-11-22,Kahawa,60271.65,60030.08,0.85
2023-11-22,Parklands,52772.0,63354.83,0.87
2023-11-23,Westlands,40791.73,41665.3,0.92
2023-11-23,Eastleigh,52201.31,53862.42,0.87
2023-11-23,Karen,51535.8,48591.03,0.75
2023-11-23,Kilimani,51553.89,63787.77,0.86
2023-11-23,Kibera,37752.86,37760.14,0.88
2023-11-23,South B,53673.89,58632.06,0.83
2023-11-23,Kahawa,53969.39,63512.09,0.88
2023-11-23,Parklands,45230.44,52623.4,0.83
2023-11-24,Westlands,46992.14,49969.39,0.85
2023-11-24,Eastleigh,52851.57,51459.39,0.81
2023-11-24,Karen,47695.59,55916.6,0.81
2023-11-24,Kilimani,48345.09,55965.55,0.85
2023-11-24,Kibera,57665.61,63157.66,0.94
2023-11-24,South B,60313.41,68442.02,0.87
2023-11-24,Kahawa,52795.13,61140.91,0.86
2023-11-24,Parklands,55843.69,63523.61,0.92
2023-11-25,Westlands,42736.15,47824.19,0.9
2023-11-25,Eastleigh,44292.37,50182.68,0.88
2023-11-25,Karen,58639.46,63502.36,0.86
2023-11-25,Kilimani,47220.91,51746.88,0.93
2023-11-25,Kibera,49853.96,52790.35,0.84
2023-11-25,South B,47405.39,51022.93,0.82
2023-11-25,Kahawa,47500.23,48823.55,0.85
2023-11-25,Parklands,45106.96,53189.71,0.83
2023-11-26,Westlands,52042.9,58896.57,0.76
2023-11-26,Eastleigh,48667.51,59213.67,0.81
2023-11-26,Karen,61357.36,69970.67,0.88
2023-11-26,Kilimani,51196.82,60053.56,0.91
2023-11-26,Kibera,49907.06,53751.34,0.78
2023-11-26,South B,54068.77,59976.85,0.81
2023-11-26,Kahawa,47097.72,51833.66,0.8
2023-11-26,Parklands,50242.91,50227.51,0.82
2023-11-27,Westlands,44190.61,49406.12,0.8
2023-11-27,Eastleigh,47204.98,59095.26,0.89
2023-11-27,Karen,53003.18,63038.94,0.88
2023-11-27,Kilimani,42978.46,43813.43,0.71
2023-11-27,Kibera,51009.71,52850.66,0.82
2023-11-27,South B,48400.63,51568.36,0.85
2023-11-27,Kahawa,48585.11,52478.27,0.77
2023-11-27,Parklands,51208.56,63827.96,0.86
2023-11-28,Westlands,61345.22,65520.35,0.84
2023-11-28,Eastleigh,49900.7,54589.54,0.91
2023-11-28,Karen,39045.84,41991.64,0.93
2023-11-28,Kilimani,47516.8,55374.08,0.88
2023-11-28,Kibera,49637.04,55870.41,0.85
2023-11-28,South B,39368.36,44679.08,0.82
2023-11-28,Kahawa,43115.98,48727.74,0.87
2023-11-28,Parklands,54907.01,59740.04,0.89
2023-11-29,Westlands,50106.04,56491.66,0.87
2023-11-29,Eastleigh,43346.8,48960.66,0.86
2023-11-29,Karen,48644.23,54113.39,0.98
2023-11-29,Kilimani,40402.8,44299.62,0.89
2023-11-29,Kibera,43769.6,49421.05,0.87
2023-11-29,South B,42054.87,44873.38,0.94
2023-11-29,Kahawa,42046.64,45261.92,0.84
2023-11-29,Parklands,50021.24,53930.59,0.85
2023-11-30,Westlands,49822.09,57353.49,0.89
2023-11-30,Eastleigh,52197.6,58481.42,0.77
2023-11-30,Karen,50578.89,59552.06,0.77
2023-11-30,Kilimani,43414.11,52182.68,0.78
